,id,price,floor,max_floor,year,type,total_square,kitchen_square,living_square,room_square,planning,rooms,toilet,view,balcony,renovation,ceiling,elevator,building,overlap,inside,parking,apartment,source,consultant,name,address,description
10,253771761,3300000,1,5,,Вторичка,39.0,9.0,,,,1,1 совмещенный,На улицу,1 лоджия,Без ремонта,,,Кирпичный,,,Наземная,,Степан Горюнов,Лидер,"1-комн. квартира, 39 м²","Хакасия респ., Абакан, ул. Авиаторов, 6А",Продам 1 ком в жк Авиатор. Окна на садик. Можно под нежилое. Вся сумма в договоре. Возможно в ипотеку.
11,254192236,5400000,3,5,,Вторичка,73.0,10.0,,,Изолированная,2,1 совмещенный,На улицу и двор,1 лоджия,Евроремонт,,,Кирпичный,,,Наземная,,Степан Горюнов,Лидер,"2-комн. квартира, 73 м²","Хакасия респ., Абакан, ул. Авиаторов, 6","Шикарная двушка в чудесном, новом, красивом районе, где развита вся инфраструктура (школа, детский сад, парк, бассейн, собор Преображенский). Взяли квартиру от застройщика, живем 3 недели, квартира светлая, с зала окна выходят во двор, где видно припаркованную машину и детскую площадку. Установлен боллер на 50л. Кондиционер, ремонт делали для себя из качественных материалов. Установлен ТЕПЛЫЙ ПОЛ электрический в кухне, в ванной, в фойе."
12,251460571,3150000,1,5,,Вторичка,38.0,9.0,27.0,,,1,,На улицу,,Косметический,,,Кирпичный,,,,,ID 27291520,Собственник,"1-комн. квартира, 38 м²","Хакасия респ., Абакан, ул. Авиаторов, 6А","Я собственник. Продам 1 ком в лучшем районе города, по себестоимости. На полу композитный ламинат 1800р за кв.м воды не боится совсем 43 класс. Стены выровнены, наклеены дорогие обои, ванна в кафеле, дорогая сантехника Cersanit. Денег не жалел делал для себя. В квартиру вложено более 450 т.р Срочно. Срочно. Предложение актуально, пока не продан интересующий меня объект."
13,259789006,3400000,1,5,,Вторичка,39.0,11.0,,,,1,,,1 лоджия,Косметический,,,,,,,,ID 72149917,Собственник,"1-комн. квартира, 39 м²","Хакасия респ., Абакан, ул. Авиаторов, 6А","Чистовая отделка, СТЕНЫ выровнены и отштукатурены, с/у РАЗДЕЛЕН, балкон застеклен! Можно под НЕЖИЛОЕ"
14,253690590,6300000,2,5,2010.0,Вторичка,79.2,,,,,3,,На улицу и двор,1 балкон,Косметический,,,Кирпичный,,,,,ID 67051846,Собственник,"3-комн. квартира, 79,2 м²","Хакасия респ., Абакан, ул. Авиаторов, 6","2 комнатная квартира в новом доме , окна выходят во двор и на улицу . В квартире остается мебель ,кондиционер, вся бытовая техника!"
15,252652634,3550000,5,5,2020.0,Вторичка,42.0,11.0,,,,1,1 совмещенный,На улицу,1 лоджия,Евроремонт,"2,7 м",,Кирпичный,,nan Мусоропровод:Нет,,,ID 55911383,Собственник,"1-комн. квартира, 42 м²","Хакасия респ., Абакан, ул. Авиаторов, 6А","Продам 1 комнатную квартиру с ремонтом в наилучшем микрорайоне нашего города по улице Авиаторов 6 А.  Кирпичный дом, закрытая Детская площадка, по периметру дома камеры видеонаблюдения. Рядом Детский сад, инновационная школа и новый Лицей.
Комнаты изолированные , расположены на одну сторону, лоджия застеклена на два окна, совмещённый санузел!!

Расчёт наличный или Ипотека Сбербанка."
16,243279404,4000000,2,5,,Вторичка,42.0,11.0,,,,1,,На улицу,1 балкон,Без ремонта,3 м,,Кирпичный,,,,,Анна Юшкова,Собственник,"1-комн. квартира, 42 м²","Хакасия респ., Абакан, ул. Авиаторов, 6А","Дом сдан!!! Площадь квартиры 42кв.м.+7кв.м. лоджия!!! Чистовая отделка от застройщика, потолок сертификат!!! Можно в ипотеку!!! Просмотр в любое время!!!"
17,258851283,4600000,2,5,2021.0,Вторичка,47.0,12.0,,,,1,1 совмещенный,,1 лоджия,Косметический,"2,7 м",,Кирпичный,,nan Мусоропровод:Нет,,,ID 55911383,Собственник,"1-комн. квартира, 47 м²","Хакасия респ., Абакан, ул. Авиаторов, 6А","Собственник!!

Продам 1 комнатную квартиру ( Распашкнка), планировка на 2 стороны. Есть возможность сделать двухкомнатную -евро!!! Где будет кухня-гостиная и спальня.
В квартире сделан хороший новый ремонт . Установлен Кондеционер.  Новый кухонный гарнитур. Кондеционер. Гардеробная.
Лоджия застеклена.

Во дворе дома Детский садик Варенька, магазин Командор, в шаговой доступности новая инновационная школа 31.

Во дворе Детская площадка,  по периметру дома установлены камеры видеонаблюдения.

Рассмотрю наличный расчёт или ипотеку!!!"
18,260856617,3050000,4,5,2015.0,Вторичка,36.3,9.0,22.0,,,1,,,1 лоджия,Евроремонт,"2,5 м",,Кирпичный,Железобетонные,nan Подъезды:6 Отопление:Центральное Аварийность:Нет,,,Светлана Ивановна Луцук,Жилфонд,"1-комн. квартира, 36,3 м²","Хакасия респ., Абакан, ул. Авиаторов, 10","Федеральное агентство недвижимости ЖИЛФОНД предлагает 1-комнатную квартиру улучшенной планировки в самом новом районе г. Абакана. Сделан хороший ремонт, ЗАХОДИ И ЖИВИ.
Идеальный вариант для начинающей молодой семьи. 
Большой балкон, полностью остеклен.
Тихий двор и дружелюбные соседи.
Поможем в оформлении ипотеки по сниженной процентной ставке от банков-партнеров.
 Звоните,отвечу на все вопросы и организую просмотр.
	
	При звонке, пожалуйста, сообщите номер варианта - 
   
	JV001019103163"
19,259465028,4500000,4,5,2015.0,Вторичка,40.0,,,,,1,1 совмещенный,На улицу,1 лоджия,Евроремонт,,,Кирпичный,Железобетонные,nan Подъезды:6 Отопление:Центральное Аварийность:Нет,,,Алена Суханова,ID 15142775,"1-комн. квартира, 40 м²","Хакасия респ., Абакан, ул. Авиаторов, 10","Предлагаю замечательную 1 комнатную квартиру площадью 40м2 в отличном районе. Квартира готова к вашему переезду. Выполнен отличный ремонт. Окна расположены на улицу. Квартира очень чистая, теплая и светлая. Внутри есть все для комфортного проживания, вся мебель и техника остается. На кухне качественный гарнитур, варочная панель, духовой шкаф. Санузел просторный, совместный с отделкой кафельной плиткой, имеется стиральная машинка-автомат. Уютный двор, детская площадка. Рядом расположен лучший детский сад города, новая школа на Лермонтова, парк, спортивные площадки, магазины, центры дополнительного образования для детей, кафе, спортивный комплекс ""Тепсей"" с бассейном, торговые центры, супермаркеты, кофейни, Преображенский парк и т.д

Поможем оформить ипотеку по низкой процентной ставке, маткапитал. Юридическое сопровождение сделки."
20,259910773,3950000,2,7,,Вторичка,42.3,,,,,1,1 раздельный,,1 балкон,,,,,,,,,Тихонова Мария Геннадьевна,Этажи Абакан,"1-комн. квартира, 42,3 м²","Хакасия респ., Абакан, ул. Авиаторов","Срочно продается современная однокомнатная квартира в самом востребованном районе города Абакана. В квартире произведен современный ремонт. Второй этаж. Чистые подъезды. Во дворе несколько детских площадок. Большое количество парковочных мест. В подарок остается функциональный кухонный гарнитур.
В шаговой доступности есть все необходимое для комфортной жизни: магазины, детские творческие студии, салоны красоты и медицинские клиники. Документы готовы к продаже, а квартира к заселению в нее новых собственников. Звоните!
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь,  . Номер в базе: 6146740."
21,223796658,5000000,1,5,2014.0,Вторичка,46.2,,,,,1,1 раздельный,,1 лоджия,Косметический,,,,,,,,Благодатных Валентина Ивановна,Этажи Абакан,"1-комн. квартира, 46,2 м²","Хакасия респ., Абакан, ул. Авиаторов","Продаётся 1 комнатная квартира в востребованном новом микрорайоне г.Абакана. На 1-м этаже в 5 этажном кирпичном доме. Общей площадью 46,2м2. Квартира очень тёплая светлая. В квартире косметический ремонт, стены оклеены обоями, на полу линолеум. . Особенность квартиры в том, что комната и кухня выходят на разные стороны дома . Санузел совмещен в современном кафеле и новом сан фаянсе. Также есть кладовая, ее можно использовать для гардеробной. Входная дверь железная. Лоджия просторная остеклена. Дом находится в городе Абакан, в спальном Микрорайоне : детский сад, школа, различные магазины, парикмахерские, салоны красоты , различные студии- творчества, танцевальная хореография. Остановка общественного транспорта рядом. Рядом различные магазины. Гарантируем полное юридическое сопровождение сделки и одобрим ипотеку- сотрудничаем с 11 банками , скидки и преференции для наших клиентов ипотека в подарок.
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь,  . Номер в базе: 3346203."
22,255207244,5750000,2,5,,Вторичка,64.1,,,,,2,1 совмещенный,,1 балкон,,,,,,,,,Любаев Сергей Игоревич,Этажи Абакан,"2-комн. квартира, 64,1 м²","Хакасия респ., Абакан, ул. Авиаторов","Продается 2х комнатная квартира в тёплом кирпичном доме, в отличном районе. Общая площадь 64,1м2.

Отличный дизайнерский дорогой ремонт в стиле Лофт. Стены, полы, потолки вытянуты, отделка стен фактурной декоративной штукатуркой, камнем, итальянские обои, дорогие двери, сантехника, мебель. Большая лоджия на 2 окна, встроенные шкафы, так же имеется гардеробная комната с полочками.

В квартире очень тихо и уютно, отличная энергетика, никогда не сдавалась, дружелюбные тихие соседи.

Через дорогу новая школа, лицей Булакина, д/с Варенька, Иванушка, Умка, спорткомплекс Тепсей, Преображенский парк и пр. 
Квартира продаётся с мебелью и почти всей бытовой техникой!

Приобретая квартиру с компанией Этажи, вы можете быть уверены в чистоте и безопасности сделки. Наш юрист и ипотечный специалист помогут Вам сэкономить время на покупку и деньги на ипотечной ставке!
 . Номер в базе: 5751337."
23,255275673,3650000,1,5,2020.0,Вторичка,42.4,,,,,1,1 совмещенный,,1 балкон,,,,,,,,,Дорохова Светлана Васильевна,Этажи Абакан,"1-комн. квартира, 42,4 м²","Хакасия респ., Абакан, ул. Авиаторов","В продаже просторная 1-комнатная квартира на первом этаже 5 этажного нового кирпичного дома.В квартире сделан современный ремонт, уложен износостойкий линолеум, натяжные потолки. Установлен шкаф-купе. Качественные теплые окна с готовыми откосами и подоконниками. Остекленная в архитектурном стиле проекта лоджия. Надежные взломостойкие входные двери, которые Вам не придется менять. Санузел совмещен, в кафеле, установлена качественная ванна и унитаз. В квартире имеется просторная гардеробная комната. Современная система отопления с компьютерным управлением и погодными компенсаторами, регулирующими подачу и расход тепла в квартире в зависимости от температуры воздуха на улице. Новый, активно развивающийся район. Во дворе современная детская площадка. Развитая инфраструктура: всевозможные магазины, торговые центры, салоны красоты, тренажерный зал, спортивно-оздоровительный центр Тепсей, в шаговой доступности новый детский сад Варенька и достраивается новый лицей  31. Помощь в оформлении ипотеки, ипотека с нашей компанией дешевле, благодаря партнерству с крупными российскими банками, что позволит Вам получить скидку на процентную ставку банка и сэкономить деньги и время. Полное юридическое сопровождение. . Номер в базе: 5757985."
24,251719009,4100000,1,5,,Вторичка,50.0,,,,,1,1 раздельный,,1 балкон,Косметический,,,,,,,,Горшкова София Ивановна,Этажи Абакан,"1-комн. квартира, 50 м²","Хакасия респ., Абакан, ул. Авиаторов","Предлагаем 1 комнатную квартиру 50 кв.м. в новом кирпичном доме на 1 этаже. Можно использовать под нежилое ( есть возможность выхода на дорогу с лоджии). В квартире натяжные потолки, окрашеные стены. Санузел совмещен. Кухня большая, просторная прихожая. 
Дом находится в престижном развивающемся районе города. Рядом новые школы, ""Лицей"", детские сады, спорткомплекс "" Тепсей"", салоны красоты и супермаркеты. Приобретая квартиру с компанией Этажи, вы можете быть уверены в чистоте и безопасности сделки. Наш юрист и ипотечный специалист помогут Вам сэкономить время на покупку и деньги на ипотечной ставке!
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: открытый двор, наземный паркинг, без лифта, косметический ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь,  . Номер в базе: 5486575."
25,257516209,3440000,5,5,2014.0,Вторичка,40.4,,,,,1,1 совмещенный,,1 балкон,Косметический,,,,,,,,Леонович Максим Александрович,Этажи Абакан,"1-комн. квартира, 40,4 м²","Хакасия респ., Абакан, ул. Авиаторов","Продается уютная светлая однокомнатная квартира с хорошим качественным ремонтом, общей площадью 40,4 м2. В квартиере остаётся кухонный гарнитур оборудованный бытовой техникой (холодильник электроплита с духовым шкафом, вытяжка),на кухне и в комнате натяжные потолки, на полу постелен качественный линолеум, лоджия застеклена, установлены качественные межкомнатные двери. Сан-узел совмещен, отделан кафелем, установлена новая сантехника + душевая кабина.
В комнате удобный большой диван, телевизор. Квартира полностью готова к проживанию. 
Во дворе современные детские площадки. удобный паркинг. Микрорайон новый, современный, очень хорошо развита инфраструктура: начальная школа-сад, гимназия, детский сад ""Дашенька"", детская поликлиника, стоматология, различные магазины, банкоматы, парикмахерские, а так же отличная транспортная развязка.
Приобретая квартиру с нашей компанией вы экономите свое время и деньги, так как получаете комплекс услуг сразу нескольких специалистов: риелтора, юриста, ипотечного специалиста. При оформлении в нашей компании ипотеки вы можете сэкономить до 200 000 рублей. Полное юридическое сопровождение на всех этапах сделки является гарантией безопасности наших клиентов.
 Доп. описание: санузел совмещенный, плита электрическая, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, без лифта, , косметический ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, железная дверь, кухонный гарнитур, шкаф-купе,  . Номер в базе: 5874708."
26,258880857,5500000,2,7,2017.0,Вторичка,65.0,8.6,,,,3,1 раздельный,,1 балкон,,,,,,,,,Гречишкин Роман,Этажи Абакан,"3-комн. квартира, 65 м²","Хакасия респ., Абакан, ул. Авиаторов","Продается 3-х комнатная квартира в новом доме общей площадью 65 м2.
Застройщик - ""Трансстрой"".
Комнаты не проходные, выходят на разные стороны дома.
Кухня-студия площадью 26,3 м2 и две раздельных спальных комнаты площадью 12,87 и 13,7 м2.
Санузел раздельный, на полах и стенах кафельная плитка, полы с подогревом.
Окна пластиковые, современные радиаторы, установлены на них регуляторы отопления. 
Стены вытянуты, выровнены, поверх наклеенны обои.
Межкомнатные двери из эко шпона.
Балкон остеклен, площадь его 5,24 м2.
Потолки натяжные, на полах бетонная стяжка, поверх качественный линолеум.
При продаже остается на входе шкаф купе и встроенный шкаф в туалете.
Остальная мебель по договоренности.
Инфраструктура: В шаговой доступности детский сад ""Варенька"", средняя общеобразовательная школа  31.
Остановки наземного транспорта.
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт грузовой, современный ремонт, также имеются: интернет, кабельное телевидение, счетчики холодной и горячей воды, счетчики тепла, домофон, железная дверь, , шкаф-купе . Номер в базе: 6060058."
27,260890538,2900000,4,5,,Вторичка,36.6,,,,,1,1 раздельный,,1 балкон,,,,,,,,,Чекмарева Наталья,Этажи Абакан,"1-комн. квартира, 36,6 м²","Хакасия респ., Абакан, ул. Авиаторов","Продается отличная однокомнатная квартира общей площадью 36,6 кв.м . Изолированные комнаты, отдельная кухня, раздельный санузел, застекленный балкон. Новый ремонт, все стены вытянуты, балкон остеклен, потолки 2,75. В подарок новому собственнику - кухонный гарнитур и встроенный шкаф. Новый район, рядом строится новая школа, в двух шагах детский сад Варенька, недалеко супермаркет Командор, Новэкс, гипермаркет Аллея, ДНС, спорткомплекс Тепсей. Приобретая квартиру с компанией Этажи, вы можете быть уверены в чистоте и безопасности сделки. Наш юрист и ипотечный специалист помогут Вам сэкономить время на покупку и деньги на ипотечной ставке! Звоните!
 Доп. описание: санузел раздельный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, без лифта, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь,  . Номер в базе: 6224331."
28,258610214,4850000,1,7,2017.0,Вторичка,66.1,,,,,3,1 совмещенный,,1 балкон,,,,,,,,,Петров Андрей Александрович,Этажи Абакан,"3-комн. квартира, 66,1 м²","Хакасия респ., Абакан, ул. Авиаторов","В продаже 3х комнатная квартира в новом ЖК Яркие краски по ул Авиаторов 2. Ухоженная уютная квартира с современным ремонтом, просторные комнаты, окна выходят на обе стороны дома. Натяжные потолки по всей квартире, паркет на полу, сан узел выложен кафелем. Горизонтальная разводка труб позволяет экономить на отоплении и создает эффект теплых полов. Удачная планировка. При продаже остается кухонный гарнитур со встроенной плитой и духовом шкафом. В прихожей шкаф-купе.
Двор обустроен детскими площадками,лавочками, зоной отдыха. В шаговой доступности современный д.сад Варенька, лицей 14,шкла 29, а так же строится новая школа. Бассейн, строится кинотеатр. Приобретая эту квартиру вы приобретаете качество жизни.
 Доп. описание: санузел совмещенный, пластиковые окна, в доме есть: детская площадка, открытый двор, наземный паркинг, лифт пассажирский, современный ремонт, также имеются: телефон, интернет, кабельное телевидение, счетчики холодной и горячей воды, домофон, железная дверь,  . Номер в базе: 5060979."
